Months,Date,Daily Volatility,Price
2/1/2016,2/23/2016,$0.0,$31.9
7/1/2015,7/28/2015,$0.0,$48.0
5/1/2016,5/17/2016,$0.0,$48.3
10/1/2006,10/4/2006,$0.0,$59.4
9/1/2009,9/28/2009,$0.0,$66.8
8/1/2007,8/27/2007,$0.0,$72.0
8/1/2010,8/25/2010,$0.0,$72.5
11/1/2011,11/11/2011,$0.0,$99.0
7/1/2014,7/16/2014,$0.0,$101.2
7/1/1988,7/27/1988,$0.0,$16.2
2/1/1989,2/17/1989,$0.0,$18.6
3/1/1990,3/30/1990,$0.0,$20.3
8/1/1987,8/11/1987,$0.0,$21.0
12/1/1996,12/24/1996,$0.0,$25.1
4/1/2000,4/17/2000,$0.0,$25.9
2/1/2001,2/16/2001,$0.0,$29.2
10/1/2002,10/1/2002,$0.0,$30.8
10/1/2004,10/7/2004,$0.0,$52.7
3/1/2010,3/2/2010,$0.0,$79.7
3/1/2013,3/7/2013,$0.0,$91.6
5/1/2013,5/28/2013,$0.0,$95.0
11/1/2011,11/15/2011,$0.0,$99.4
3/1/2011,3/21/2011,$0.0,$102.3
10/1/1998,10/30/1998,$0.0,$14.4
1/1/1994,1/13/1994,$0.0,$14.5
3/1/1999,3/12/1999,$0.0,$14.5
2/1/1989,2/2/1989,$0.0,$17.7
4/1/2000,4/28/2000,$0.0,$25.7
4/1/2002,4/8/2002,$0.0,$26.5
8/1/2000,8/25/2000,$0.0,$32.0
8/1/2015,8/4/2015,$0.0,$45.7
5/1/2009,5/26/2009,$0.0,$62.5
11/1/2010,11/10/2010,$0.0,$87.8
5/1/2008,5/13/2008,$0.0,$125.8
12/1/1993,12/21/1993,$0.0,$14.4
3/1/1987,3/11/1987,$0.0,$18.4
1/1/1987,1/14/1987,$0.0,$19.1
6/1/1995,6/2/1995,$0.0,$19.1
12/1/1992,12/7/1992,$0.0,$19.2
2/1/2002,2/15/2002,$0.0,$21.5
3/1/1997,3/20/1997,$0.0,$22.3
10/1/2003,10/23/2003,$0.0,$30.3
2/1/2000,2/25/2000,$0.0,$30.4
4/1/2016,4/22/2016,$0.0,$43.7
5/1/2005,5/4/2005,$0.0,$50.1
4/1/2006,4/5/2006,$0.0,$67.1
9/1/2014,9/11/2014,$0.0,$92.8
10/1/1998,10/26/1998,$0.0,$14.2
2/1/1998,2/5/1998,$0.0,$16.6
9/1/1995,9/25/1995,$0.0,$17.5
12/1/1995,12/8/1995,$0.0,$19.0
1/1/1987,1/12/1987,$0.0,$19.0
11/1/1990,11/28/1990,$0.0,$33.3
6/1/2004,6/22/2004,$0.0,$38.1
4/1/2006,4/28/2006,$0.0,$71.9
5/1/2014,5/7/2014,$0.0,$100.8
4/1/1998,4/2/1998,$0.0,$15.7
2/1/1995,2/3/1995,$0.0,$18.8
9/1/1997,9/22/1997,$0.0,$19.6
5/1/1992,5/4/1992,$0.0,$21.1
4/1/2016,4/21/2016,$0.0,$43.2
10/1/2004,10/22/2004,$0.0,$55.2
5/1/2007,5/8/2007,$0.0,$62.3
8/1/1994,8/23/1994,$0.0,$17.1
9/1/1993,9/28/1993,$0.0,$18.0
11/1/1987,11/18/1987,$0.0,$18.6
2/1/1996,2/29/1996,$0.0,$19.5
7/1/1994,7/27/1994,$0.0,$19.5
12/1/2002,12/2/2002,$0.0,$27.2
3/1/2005,3/8/2005,$0.0,$54.6
1/1/2007,1/5/2007,$0.0,$56.3
4/1/2006,4/6/2006,$0.0,$67.9
10/1/2007,10/10/2007,$0.0,$81.3
1/1/2008,1/8/2008,$0.0,$96.3
5/1/2011,5/10/2011,$0.0,$103.9
3/1/1994,3/1/1994,$0.0,$14.7
3/1/1989,3/8/1989,$0.0,$18.5
8/1/2000,8/1/2000,$0.0,$27.8
6/1/2006,6/26/2006,$0.0,$71.8
8/1/2007,8/15/2007,$0.0,$73.3
1/1/2010,1/19/2010,$0.0,$79.0
1/1/1992,1/17/1992,$0.0,$19.2
8/1/1991,8/30/1991,$0.0,$22.3
11/1/2000,11/13/2000,$0.0,$34.5
5/1/2006,5/9/2006,$0.0,$70.7
1/1/2011,1/26/2011,$0.0,$87.3
8/1/2013,8/23/2013,$0.0,$106.4
10/1/1994,10/6/1994,$0.0,$18.3
1/1/1996,1/2/1996,$0.0,$19.8
2/1/1990,2/12/1990,$0.0,$22.0
6/1/1992,6/24/1992,$0.0,$22.9
4/1/2002,4/23/2002,$0.0,$26.6
4/1/2002,4/25/2002,$0.0,$26.7
7/1/2009,7/24/2009,$0.0,$68.1
4/1/2010,4/1/2010,$0.0,$84.9
1/1/2013,1/17/2013,$0.0,$95.5
7/1/1998,7/1/1998,$0.0,$14.4
5/1/1988,5/3/1988,$0.0,$17.4
5/1/1988,5/24/1988,$0.0,$17.4
11/1/1994,11/2/1994,$0.0,$18.9
9/1/2015,9/15/2015,$0.0,$44.6
11/1/2014,11/20/2014,$0.0,$75.6
11/1/2011,11/7/2011,$0.0,$95.5
6/1/2013,6/7/2013,$0.0,$96.0
11/1/2011,11/8/2011,$0.0,$96.8
9/1/2012,9/13/2012,$0.0,$98.3
11/1/1995,11/2/1995,$0.0,$18.0
2/1/1989,2/24/1989,$0.0,$18.1
9/1/2000,9/5/2000,$0.0,$33.8
6/1/2016,6/7/2016,$0.0,$50.4
4/1/2006,4/18/2006,$0.0,$71.4
12/1/2010,12/3/2010,$0.0,$89.2
9/1/2014,9/24/2014,$0.0,$92.8
8/1/2012,8/16/2012,$0.0,$95.6
4/1/2011,4/7/2011,$0.0,$110.3
10/1/1998,10/2/1998,$0.0,$15.6
5/1/1994,5/11/1994,$0.0,$17.9
9/1/1989,9/29/1989,$0.0,$20.1
9/1/1992,9/14/1992,$0.0,$22.3
6/1/2000,6/27/2000,$0.0,$32.1
1/1/2003,1/16/2003,$0.0,$33.7
3/1/2013,3/22/2013,$0.0,$93.7
1/1/1995,1/5/1995,$0.0,$17.7
3/1/1987,3/5/1987,$0.0,$17.8
6/1/1994,6/28/1994,$0.0,$19.3
3/1/1989,3/14/1989,$0.0,$19.3
6/1/1991,6/17/1991,$0.0,$19.9
8/1/1996,8/7/1996,$0.0,$21.4
4/1/1989,4/18/1989,$0.0,$21.5
4/1/2009,4/21/2009,$0.0,$46.5
7/1/2016,7/1/2016,$0.0,$49.0
2/1/2013,2/11/2013,$0.0,$97.0
9/1/1995,9/27/1995,$0.0,$17.6
12/1/1995,12/1/1995,$0.0,$18.4
9/1/1989,9/28/1989,$0.0,$19.9
5/1/1991,5/1/1991,$0.0,$21.3
12/1/1999,12/14/1999,$0.0,$25.7
10/1/2002,10/11/2002,$0.0,$29.4
9/1/2002,9/18/2002,$0.0,$29.5
3/1/2000,3/9/2000,$0.0,$31.7
8/1/2007,8/17/2007,$0.0,$72.0
10/1/2009,10/19/2009,$0.0,$79.6
10/1/2013,10/10/2013,$0.0,$103.0
12/1/1988,12/12/1988,$0.0,$16.1
6/1/1999,6/17/1999,$0.0,$18.2
8/1/1989,8/2/1989,$0.0,$18.3
4/1/1995,4/27/1995,$0.0,$20.4
5/1/1992,5/20/1992,$0.0,$20.4
5/1/1991,5/17/1991,$0.0,$21.2
5/1/2002,5/13/2002,$0.0,$28.4
5/1/2003,5/16/2003,$0.0,$29.1
1/1/2009,1/28/2009,$0.0,$42.2
8/1/2005,8/11/2005,$0.0,$65.8
6/1/2007,6/13/2007,$0.0,$66.3
7/1/2007,7/6/2007,$0.0,$72.8
7/1/2007,7/18/2007,$0.0,$75.1
10/1/2009,10/14/2009,$0.0,$75.2
9/1/2011,9/20/2011,$0.0,$86.9
1/1/2011,1/10/2011,$0.0,$89.3
3/1/2012,3/7/2012,$0.0,$106.2
5/1/2008,5/7/2008,$0.0,$123.5
4/1/1994,4/13/1994,$0.0,$16.0
12/1/1991,12/23/1991,$0.0,$18.8
6/1/1993,6/16/1993,$0.0,$18.8
2/1/1997,2/25/1997,$0.0,$21.0
8/1/2002,8/2/2002,$0.0,$26.8
1/1/2001,1/26/2001,$0.0,$29.8
12/1/2003,12/17/2003,$0.0,$33.4
9/1/2000,9/7/2000,$0.0,$35.4
4/1/2004,4/26/2004,$0.0,$37.0
5/1/2005,5/5/2005,$0.0,$50.8
7/1/2005,7/28/2005,$0.0,$59.9
9/1/2007,9/4/2007,$0.0,$75.1
10/1/2010,10/22/2010,$0.0,$81.7
2/1/1999,2/17/1999,$0.0,$11.5
2/1/1995,2/24/1995,$0.0,$18.7
12/1/1991,12/27/1991,$0.0,$18.8
2/1/1990,2/2/1990,$0.0,$23.0
6/1/2000,6/9/2000,$0.0,$30.2
12/1/2004,12/9/2004,$0.0,$42.5
2/1/2006,2/16/2006,$0.0,$58.5
12/1/2009,12/1/2009,$0.0,$78.4
4/1/2002,4/26/2002,$0.0,$27.1
8/1/2000,8/3/2000,$0.0,$28.7
5/1/2004,5/7/2004,$0.0,$39.9
1/1/2013,1/2/2013,$0.0,$93.1
7/1/2014,7/21/2014,$0.0,$104.6
9/1/1993,9/17/1993,$0.0,$17.1
8/1/1996,8/2/1996,$0.0,$21.3
10/1/1996,10/25/1996,$0.0,$24.9
7/1/2005,7/5/2005,$0.0,$59.6
11/1/2012,11/16/2012,$0.0,$86.7
4/1/2011,4/15/2011,$0.0,$109.7
6/1/1990,6/6/1990,$0.0,$16.9
12/1/1995,12/13/1995,$0.0,$19.0
11/1/1992,11/16/1992,$0.0,$20.4
1/1/1990,1/26/1990,$0.0,$22.6
4/1/2003,4/3/2003,$0.0,$29.0
12/1/2010,12/2/2010,$0.0,$88.0
3/1/2012,3/23/2012,$0.0,$106.9
11/1/1995,11/16/1995,$0.0,$18.2
4/1/1999,4/22/1999,$0.0,$18.2
7/1/1999,7/21/1999,$0.0,$19.7
11/1/1997,11/14/1997,$0.0,$21.0
5/1/1991,5/6/1991,$0.0,$21.7
6/1/1992,6/3/1992,$0.0,$22.4
12/1/1996,12/12/1996,$0.0,$23.7
12/1/1999,12/23/1999,$0.0,$25.9
5/1/2002,5/3/2002,$0.0,$26.6
11/1/2005,11/30/2005,$0.0,$57.3
12/1/2005,12/2/2005,$0.0,$59.3
2/1/2010,2/24/2010,$0.0,$80.0
1/1/2008,1/25/2008,$0.0,$90.7
2/1/1988,2/29/1988,$0.0,$16.0
5/1/1990,5/1/1990,$0.0,$18.8
3/1/1989,3/29/1989,$0.0,$20.2
12/1/1989,12/21/1989,$0.0,$21.5
10/1/1996,10/18/1996,$0.0,$25.8
7/1/2003,7/30/2003,$0.0,$30.7
2/1/2007,2/22/2007,$0.0,$61.0
2/1/2012,2/23/2012,$0.0,$107.8
1/1/2002,1/25/2002,$0.0,$20.0
11/1/2003,11/14/2003,$0.0,$32.4
10/1/2006,10/19/2006,$0.0,$58.5
12/1/2006,12/15/2006,$0.0,$63.4
6/1/2007,6/7/2007,$0.0,$66.9
11/1/2009,11/2/2009,$0.0,$78.1
7/1/2013,7/18/2013,$0.0,$108.0
4/1/2008,4/14/2008,$0.0,$111.8
8/1/2008,8/19/2008,$0.0,$114.5
12/1/1994,12/8/1994,$0.0,$17.1
11/1/1994,11/22/1994,$0.0,$17.8
4/1/1995,4/11/1995,$0.0,$19.9
7/1/1999,7/22/1999,$0.0,$19.9
9/1/1999,9/29/1999,$0.0,$24.7
3/1/2002,3/26/2002,$0.0,$25.4
8/1/2001,8/10/2001,$0.0,$28.1
4/1/2009,4/16/2009,$0.0,$50.0
8/1/2009,8/27/2009,$0.0,$72.5
6/1/2010,6/10/2010,$0.0,$75.5
7/1/2013,7/1/2013,$0.0,$98.0
4/1/1988,4/7/1988,$0.0,$17.1
8/1/1989,8/21/1989,$0.0,$19.1
12/1/1992,12/17/1992,$0.0,$19.7
12/1/1989,12/29/1989,$0.0,$21.8
4/1/2000,4/5/2000,$0.0,$25.8
1/1/1997,1/8/1997,$0.0,$26.6
10/1/2000,10/18/2000,$0.0,$33.5
11/1/2006,11/6/2006,$0.0,$60.0
9/1/2006,9/25/2006,$0.0,$61.5
3/1/2010,3/3/2010,$0.0,$80.9
8/1/2010,8/3/2010,$0.0,$82.6
8/1/2014,8/29/2014,$0.0,$96.0
12/1/2011,12/21/2011,$0.0,$98.7
11/1/2011,11/28/2011,$0.0,$98.2
1/1/1988,1/28/1988,$0.0,$17.0
10/1/1995,10/26/1995,$0.0,$17.6
1/1/1987,1/6/1987,$0.0,$18.2
1/1/1992,1/24/1992,$0.0,$19.0
9/1/1987,9/10/1987,$0.0,$19.7
8/1/2000,8/21/2000,$0.0,$32.5
1/1/2015,1/7/2015,$0.0,$48.7
9/1/2010,9/2/2010,$0.0,$75.0
9/1/1999,9/10/1999,$0.0,$23.6
4/1/2004,4/27/2004,$0.0,$37.5
5/1/2004,5/5/2004,$0.0,$39.6
1/1/2005,1/12/2005,$0.0,$46.4
12/1/2006,12/19/2006,$0.0,$63.2
3/1/2010,3/17/2010,$0.0,$82.9
4/1/1998,4/27/1998,$0.0,$15.3
2/1/1988,2/19/1988,$0.0,$16.7
12/1/1994,12/23/1994,$0.0,$17.4
8/1/1997,8/12/1997,$0.0,$20.0
4/1/1997,4/24/1997,$0.0,$20.0
5/1/1989,5/3/1989,$0.0,$20.1
11/1/1992,11/5/1992,$0.0,$20.6
10/1/1991,10/3/1991,$0.0,$22.7
8/1/2004,8/17/2004,$0.0,$46.8
8/1/2005,8/5/2005,$0.0,$62.3
8/1/1988,8/5/1988,$0.0,$15.3
3/1/1995,3/3/1995,$0.0,$18.6
3/1/1987,3/16/1987,$0.0,$18.6
3/1/1996,3/11/1996,$0.0,$19.9
5/1/1996,5/3/1996,$0.0,$21.2
8/1/1999,8/27/1999,$0.0,$21.3
10/1/2002,10/31/2002,$0.0,$27.2
1/1/2001,1/2/2001,$0.0,$27.2
10/1/2003,10/2/2003,$0.0,$29.8
11/1/2006,11/8/2006,$0.0,$59.8
7/1/2012,7/16/2012,$0.0,$88.4
11/1/2013,11/6/2013,$0.0,$94.8
1/1/1994,1/24/1994,$0.0,$15.2
5/1/1994,5/2/1994,$0.0,$17.2
5/1/1999,5/10/1999,$0.0,$18.5
3/1/1995,3/27/1995,$0.0,$19.1
1/1/2000,1/31/2000,$0.0,$27.6
12/1/2002,12/13/2002,$0.0,$28.4
4/1/2016,4/28/2016,$0.0,$46.0
6/1/2005,6/20/2005,$0.0,$59.4
8/1/2006,8/18/2006,$0.0,$71.1
2/1/2012,2/3/2012,$0.0,$97.8
3/1/1994,3/16/1994,$0.0,$15.1
5/1/1994,5/31/1994,$0.0,$18.3
12/1/2001,12/12/2001,$0.0,$18.4
8/1/1989,8/16/1989,$0.0,$19.0
7/1/1999,7/2/1999,$0.0,$19.7
7/1/1987,7/6/1987,$0.0,$20.9
2/1/2004,2/19/2004,$0.0,$36.0
9/1/2004,9/27/2004,$0.0,$49.6
10/1/2007,10/26/2007,$0.0,$91.9
2/1/2012,2/7/2012,$0.0,$98.4
3/1/1995,3/13/1995,$0.0,$18.2
4/1/1997,4/10/1997,$0.0,$19.6
8/1/1999,8/6/1999,$0.0,$20.9
11/1/2002,11/22/2002,$0.0,$26.8
1/1/2000,1/13/2000,$0.0,$26.7
5/1/2003,5/20/2003,$0.0,$29.3
8/1/2004,8/12/2004,$0.0,$45.5
4/1/2006,4/17/2006,$0.0,$70.4
6/1/2012,6/14/2012,$0.0,$83.9
5/1/2008,5/6/2008,$0.0,$121.8
2/1/1992,2/27/1992,$0.0,$18.8
11/1/1991,11/27/1991,$0.0,$21.4
9/1/1999,9/16/1999,$0.0,$24.5
12/1/1996,12/19/1996,$0.0,$26.6
6/1/2001,6/25/2001,$0.0,$27.3
10/1/2007,10/9/2007,$0.0,$80.3
8/1/2011,8/23/2011,$0.0,$85.4
3/1/2012,3/21/2012,$0.0,$107.3
6/1/2008,6/23/2008,$0.0,$136.7
11/1/1992,11/9/1992,$0.0,$20.6
11/1/2002,11/8/2002,$0.0,$25.8
5/1/2003,5/30/2003,$0.0,$29.6
10/1/2015,10/5/2015,$0.0,$46.3
11/1/2004,11/17/2004,$0.0,$46.8
4/1/2009,4/23/2009,$0.0,$49.6
11/1/2005,11/16/2005,$0.0,$57.9
7/1/2006,7/31/2006,$0.0,$74.4
4/1/1998,4/3/1998,$0.0,$16.0
8/1/1995,8/22/1995,$0.0,$18.5
2/1/1991,2/28/1991,$0.0,$19.2
7/1/1994,7/28/1994,$0.0,$19.8
8/1/2001,8/1/2001,$0.0,$26.8
5/1/2007,5/25/2007,$0.0,$65.2
8/1/2012,8/7/2012,$0.0,$93.7
6/1/2013,6/24/2013,$0.0,$95.2
5/1/2014,5/21/2014,$0.0,$104.1
3/1/2008,3/27/2008,$0.0,$107.6
4/1/2008,4/18/2008,$0.0,$116.7
5/1/2008,5/20/2008,$0.0,$129.1
3/1/1999,3/19/1999,$0.0,$15.2
2/1/1992,2/19/1992,$0.0,$18.4
1/1/1995,1/24/1995,$0.0,$18.4
2/1/1996,2/27/1996,$0.0,$19.7
5/1/1996,5/10/1996,$0.0,$21.0
5/1/1989,5/22/1989,$0.0,$20.9
10/1/1991,10/14/1991,$0.0,$23.5
4/1/2001,4/25/2001,$0.0,$27.3
12/1/2015,12/24/2015,$0.0,$38.1
5/1/2009,5/27/2009,$0.0,$63.5
6/1/2007,6/18/2007,$0.0,$69.1
6/1/2007,6/29/2007,$0.0,$70.7
3/1/1999,3/9/1999,$0.0,$13.9
11/1/1993,11/17/1993,$0.0,$17.0
11/1/1994,11/17/1994,$0.0,$17.7
5/1/1990,5/7/1990,$0.0,$18.3
9/1/2001,9/27/2001,$0.0,$22.7
4/1/2016,4/11/2016,$0.0,$40.4
7/1/2015,7/14/2015,$0.0,$53.0
8/1/2005,8/12/2005,$0.0,$66.9
3/1/2010,3/5/2010,$0.0,$81.5
2/1/2011,2/17/2011,$0.0,$86.4
6/1/2013,6/3/2013,$0.0,$93.5
4/1/2013,4/29/2013,$0.0,$94.5
3/1/2013,3/26/2013,$0.0,$96.3
11/1/2011,11/29/2011,$0.0,$99.8
4/1/2008,4/22/2008,$0.0,$119.4
8/1/1993,8/9/1993,$0.0,$17.6
4/1/1995,4/18/1995,$0.0,$20.1
7/1/1997,7/1/1997,$0.0,$20.1
3/1/1997,3/7/1997,$0.0,$21.3
9/1/1996,9/25/1996,$0.0,$24.5
1/1/2000,1/25/2000,$0.0,$28.3
9/1/2004,9/21/2004,$0.0,$47.1
11/1/2004,11/5/2004,$0.0,$49.6
8/1/2005,8/29/2005,$0.0,$67.2
9/1/2010,9/22/2010,$0.0,$74.7
11/1/2009,11/30/2009,$0.0,$77.3
6/1/2013,6/27/2013,$0.0,$97.1
7/1/2011,7/15/2011,$0.0,$97.2
8/1/2008,8/27/2008,$0.0,$118.2
4/1/1994,4/14/1994,$0.0,$16.2
5/1/1994,5/27/1994,$0.0,$18.0
1/1/1997,1/30/1997,$0.0,$24.9
11/1/1999,11/24/1999,$0.0,$26.9
9/1/2001,9/7/2001,$0.0,$28.0
12/1/2002,12/26/2002,$0.0,$32.5
4/1/2015,4/22/2015,$0.0,$56.2
10/1/2008,10/23/2008,$0.0,$67.8
9/1/2010,9/20/2010,$0.0,$74.9
1/1/2008,1/14/2008,$0.0,$94.2
3/1/2011,3/22/2011,$0.0,$104.0
10/1/1995,10/9/1995,$0.0,$17.3
3/1/1995,3/20/1995,$0.0,$18.6
3/1/1992,3/3/1992,$0.0,$18.6
1/1/1989,1/18/1989,$0.0,$19.3
2/1/1992,2/4/1992,$0.0,$19.3
10/1/1991,10/7/1991,$0.0,$23.0
9/1/1996,9/10/1996,$0.0,$24.1
11/1/2000,11/7/2000,$0.0,$33.4
10/1/2010,10/13/2010,$0.0,$83.0
7/1/2011,7/19/2011,$0.0,$97.5
7/1/2013,7/2/2013,$0.0,$99.6
5/1/1989,5/9/1989,$0.0,$19.8
6/1/1996,6/14/1996,$0.0,$20.3
3/1/1990,3/15/1990,$0.0,$20.4
10/1/1999,10/15/1999,$0.0,$22.8
10/1/1996,10/11/1996,$0.0,$24.7
1/1/1991,1/10/1991,$0.0,$27.7
9/1/2000,9/29/2000,$0.0,$30.8
2/1/2003,2/13/2003,$0.0,$36.4
10/1/2004,10/29/2004,$0.0,$51.8
5/1/2005,5/27/2005,$0.0,$51.9
8/1/2005,8/1/2005,$0.0,$61.6
5/1/2006,5/11/2006,$0.0,$73.3
3/1/2014,3/18/2014,$0.0,$99.7
7/1/2013,7/3/2013,$0.0,$101.2
3/1/2012,3/1/2012,$0.0,$108.8
1/1/1995,1/31/1995,$0.0,$18.4
11/1/1987,11/10/1987,$0.0,$18.9
3/1/2002,3/14/2002,$0.0,$24.6
3/1/2005,3/11/2005,$0.0,$54.4
10/1/2010,10/5/2010,$0.0,$82.8
2/1/2008,2/26/2008,$0.0,$100.9
4/1/2012,4/11/2012,$0.0,$102.7
3/1/1999,3/29/1999,$0.0,$16.4
12/1/1994,12/27/1994,$0.0,$17.6
9/1/1995,9/14/1995,$0.0,$18.9
12/1/1987,12/3/1987,$0.0,$18.9
6/1/1996,6/6/1996,$0.0,$20.1
6/1/1989,6/2/1989,$0.0,$20.1
5/1/1996,5/13/1996,$0.0,$21.4
12/1/1999,12/1/1999,$0.0,$25.0
6/1/2002,6/26/2002,$0.0,$26.8
9/1/2004,9/20/2004,$0.0,$46.4
4/1/2015,4/10/2015,$0.0,$51.6
6/1/2007,6/1/2007,$0.0,$65.1
1/1/2006,1/19/2006,$0.0,$66.8
12/1/2011,12/27/2011,$0.0,$101.3
6/1/2011,6/8/2011,$0.0,$100.7
8/1/1993,8/12/1993,$0.0,$18.2
6/1/1994,6/13/1994,$0.0,$18.8
6/1/1989,6/8/1989,$0.0,$20.0
6/1/1989,6/15/1989,$0.0,$20.6
7/1/1987,7/9/1987,$0.0,$21.2
7/1/1991,7/8/1991,$0.0,$21.2
11/1/2000,11/1/2000,$0.0,$33.3
8/1/2014,8/20/2014,$0.0,$96.1
3/1/2011,3/23/2011,$0.0,$105.8
9/1/2013,9/3/2013,$0.0,$108.5
7/1/2008,7/21/2008,$0.0,$131.0
7/1/1998,7/8/1998,$0.0,$13.9
10/1/1995,10/13/1995,$0.0,$17.4
7/1/1990,7/16/1990,$0.0,$18.7
8/1/2000,8/2/2000,$0.0,$28.3
5/1/2001,5/1/2001,$0.0,$28.9
3/1/2004,3/5/2004,$0.0,$37.3
7/1/2015,7/29/2015,$0.0,$48.8
3/1/2010,3/31/2010,$0.0,$83.8
11/1/2011,11/3/2011,$0.0,$94.1
5/1/2008,5/28/2008,$0.0,$131.0
2/1/1999,2/22/1999,$0.0,$12.0
3/1/1994,3/29/1994,$0.0,$14.3
9/1/1994,9/29/1994,$0.0,$18.0
3/1/2002,3/28/2002,$0.0,$26.3
4/1/2002,4/29/2002,$0.0,$27.6
2/1/2005,2/18/2005,$0.0,$48.4
1/1/2005,1/25/2005,$0.0,$49.6
12/1/2009,12/15/2009,$0.0,$70.7
7/1/2006,7/5/2006,$0.0,$75.2
9/1/2007,9/20/2007,$0.0,$83.3
4/1/2010,4/23/2010,$0.0,$85.1
6/1/2014,6/9/2014,$0.0,$104.4
3/1/1999,3/22/1999,$0.0,$15.5
1/1/1989,1/13/1989,$0.0,$18.5
4/1/1992,4/16/1992,$0.0,$20.2
10/1/1991,10/15/1991,$0.0,$23.9
2/1/2004,2/13/2004,$0.0,$34.6
12/1/2010,12/31/2010,$0.0,$91.4
1/1/2014,1/15/2014,$0.0,$94.2
2/1/1995,2/17/1995,$0.0,$18.9
4/1/2004,4/6/2004,$0.0,$35.0
1/1/2010,1/6/2010,$0.0,$83.2
10/1/2007,10/16/2007,$0.0,$87.6
5/1/2013,5/3/2013,$0.0,$95.6
2/1/1996,2/26/1996,$0.0,$19.4
7/1/1997,7/17/1997,$0.0,$20.0
11/1/1992,11/19/1992,$0.0,$20.5
2/1/1990,2/26/1990,$0.0,$21.8
10/1/1992,10/9/1992,$0.0,$22.4
9/1/2002,9/4/2002,$0.0,$28.3
6/1/2003,6/16/2003,$0.0,$31.2
6/1/2016,6/8/2016,$0.0,$51.2
5/1/1993,5/21/1993,$0.0,$19.9
2/1/2000,2/3/2000,$0.0,$28.0
4/1/2003,4/14/2003,$0.0,$28.6
8/1/2002,8/19/2002,$0.0,$29.8
3/1/2016,3/11/2016,$0.0,$38.5
6/1/2007,6/4/2007,$0.0,$66.2
9/1/2010,9/24/2010,$0.0,$76.5
5/1/2011,5/25/2011,$0.0,$101.3
3/1/1988,3/17/1988,$0.0,$16.3
1/1/1987,1/8/1987,$0.0,$18.6
2/1/1987,2/5/1987,$0.0,$18.6
9/1/1989,9/8/1989,$0.0,$19.8
6/1/1997,6/30/1997,$0.0,$19.8
8/1/1987,8/31/1987,$0.0,$19.7
4/1/1991,4/8/1991,$0.0,$20.3
9/1/1996,9/6/1996,$0.0,$23.9
12/1/1996,12/18/1996,$0.0,$26.2
5/1/2000,5/12/2000,$0.0,$29.6
7/1/2003,7/18/2003,$0.0,$32.0
2/1/2009,2/3/2009,$0.0,$40.8
11/1/2010,11/18/2010,$0.0,$81.9
5/1/2008,5/16/2008,$0.0,$126.3
12/1/2001,12/21/2001,$0.0,$19.6
9/1/1997,9/16/1997,$0.0,$19.6
1/1/1996,1/5/1996,$0.0,$20.3
4/1/1992,4/29/1992,$0.0,$20.8
12/1/2000,12/26/2000,$0.0,$26.6
6/1/2003,6/6/2003,$0.0,$31.3
9/1/2015,9/25/2015,$0.0,$45.7
6/1/2015,6/2/2015,$0.0,$61.3
3/1/1996,3/5/1996,$0.0,$19.5
10/1/1999,10/11/1999,$0.0,$21.3
2/1/1997,2/14/1997,$0.0,$22.4
8/1/2000,8/30/2000,$0.0,$33.3
5/1/2004,5/12/2004,$0.0,$40.8
6/1/2007,6/27/2007,$0.0,$69.0
1/1/2014,1/28/2014,$0.0,$97.4
3/1/1992,3/12/1992,$0.0,$18.8
8/1/1999,8/17/1999,$0.0,$21.7
12/1/1999,12/27/1999,$0.0,$26.3
12/1/1999,12/16/1999,$0.0,$26.8
7/1/2016,7/6/2016,$0.0,$47.4
7/1/2010,7/29/2010,$0.0,$78.4
7/1/1988,7/6/1988,$0.0,$15.4
6/1/1996,6/27/1996,$0.0,$21.0
8/1/2015,8/18/2015,$0.0,$42.6
10/1/2015,10/2/2015,$0.0,$45.5
4/1/2015,4/30/2015,$0.0,$59.6
11/1/2007,11/16/2007,$0.0,$95.1
7/1/2013,7/5/2013,$0.0,$103.2
7/1/1993,7/26/1993,$0.0,$18.1
6/1/1994,6/9/1994,$0.0,$18.7
4/1/1995,4/19/1995,$0.0,$20.4
8/1/1999,8/26/1999,$0.0,$21.0
9/1/2015,9/29/2015,$0.0,$45.2
8/1/2007,8/24/2007,$0.0,$71.1
12/1/2009,12/24/2009,$0.0,$78.1
7/1/2007,7/31/2007,$0.0,$78.2
12/1/2012,12/19/2012,$0.0,$89.5
2/1/2012,2/24/2012,$0.0,$109.8
12/1/1988,12/7/1988,$0.0,$15.7
3/1/1988,3/11/1988,$0.0,$16.3
12/1/1997,12/18/1997,$0.0,$18.5
4/1/2005,4/14/2005,$0.0,$51.1
4/1/2012,4/5/2012,$0.0,$103.3
9/1/1996,9/27/1996,$0.0,$24.6
5/1/2003,5/29/2003,$0.0,$29.1
11/1/2003,11/13/2003,$0.0,$31.9
2/1/2004,2/17/2004,$0.0,$35.2
10/1/2004,10/6/2004,$0.0,$52.0
6/1/2005,6/16/2005,$0.0,$56.6
11/1/2006,11/27/2006,$0.0,$60.3
6/1/2006,6/9/2006,$0.0,$71.6
6/1/2010,6/14/2010,$0.0,$75.1
7/1/2012,7/9/2012,$0.0,$86.0
10/1/2007,10/29/2007,$0.0,$93.5
4/1/2008,4/15/2008,$0.0,$113.8
11/1/1999,11/10/1999,$0.0,$24.5
1/1/2003,1/13/2003,$0.0,$32.3
